Unnamed: 0,Train_ID,Train_Name,Date,Source,Destination,Scheduled_Arrival,Actual_Arrival,Delay_Minutes,Passenger_Count,Revenue,Month,Delay_Category
26,10002,Chennai Express,2024-01-03,Mumbai,Pune,11:45,13:08,83,1197,83790,1,High Delay
27,10003,Hampi Express,2024-01-03,Chennai,Pune,06:15,06:15,0,776,66736,1,On Time
28,10004,Jaipur Superfast,2024-01-03,Kolkata,Chennai,19:00,19:02,2,758,49270,1,Low Delay
29,10005,Rajdhani Express,2024-01-03,Delhi,Chennai,04:00,04:50,50,633,65199,1,High Delay
30,10006,Duronto Express,2024-01-03,Delhi,Chennai,19:00,20:01,61,896,104832,1,High Delay
31,10007,Yuva Express,2024-01-03,Hyderabad,Delhi,06:15,06:17,2,512,49152,1,Low Delay
32,10008,Garib Rath,2024-01-03,Bangalore,Chennai,16:15,16:16,1,619,69947,1,Low Delay
33,10009,Intercity Express,2024-01-03,Mumbai,Chennai,00:30,00:31,1,452,46556,1,Low Delay
34,10010,Express Special,2024-01-03,Chennai,Pune,22:30,23:25,55,522,39672,1,High Delay
35,10011,Passenger Special,2024-01-03,Kolkata,Pune,19:15,20:24,69,1381,96670,1,High Delay
36,10000,Shatabdi Express,2024-01-04,Bangalore,Chennai,05:45,05:47,2,1059,126021,1,Low Delay
37,10001,Lalbagh Express,2024-01-04,Delhi,Pune,18:15,19:21,66,910,70980,1,High Delay
38,10002,Chennai Express,2024-01-04,Hyderabad,Delhi,08:00,08:39,39,1039,101822,1,Medium Delay
39,10003,Hampi Express,2024-01-04,Chennai,Bangalore,10:45,11:41,56,872,95048,1,High Delay
40,10004,Jaipur Superfast,2024-01-04,Kolkata,Bangalore,02:30,02:45,15,745,79715,1,Low Delay
41,10005,Rajdhani Express,2024-01-04,Bangalore,Pune,16:15,16:15,0,703,49913,1,On Time
42,10006,Duronto Express,2024-01-04,Mumbai,Hyderabad,22:00,22:18,18,1215,91125,1,Medium Delay
43,10007,Yuva Express,2024-01-04,Delhi,Pune,23:15,23:47,32,1319,146409,1,Medium Delay
44,10008,Garib Rath,2024-01-04,Delhi,Chennai,07:45,08:22,37,503,39737,1,Medium Delay
45,10009,Intercity Express,2024-01-04,Kolkata,Mumbai,15:15,16:43,88,498,41832,1,High Delay
46,10010,Express Special,2024-01-04,Mumbai,Bangalore,13:15,14:20,65,1221,114774,1,High Delay
47,10011,Passenger Special,2024-01-04,Mumbai,Chennai,03:00,04:07,67,1200,87600,1,High Delay
48,10000,Shatabdi Express,2024-01-05,Mumbai,Pune,23:45,23:52,7,534,33108,1,Low Delay
49,10001,Lalbagh Express,2024-01-05,Bangalore,Chennai,15:45,16:43,58,1282,103842,1,High Delay
50,10002,Chennai Express,2024-01-05,Kolkata,Hyderabad,05:15,06:05,50,837,56079,1,High Delay
51,10003,Hampi Express,2024-01-05,Delhi,Mumbai,01:00,01:29,29,1008,87696,1,Medium Delay
52,10004,Jaipur Superfast,2024-01-05,Bangalore,Hyderabad,15:30,15:33,3,946,102168,1,Low Delay
53,10005,Rajdhani Express,2024-01-05,Bangalore,Pune,13:00,13:05,5,498,59262,1,Low Delay
54,10006,Duronto Express,2024-01-05,Bangalore,Hyderabad,23:00,23:45,45,580,52200,1,Medium Delay
55,10007,Yuva Express,2024-01-05,Delhi,Pune,00:45,01:47,62,652,52160,1,High Delay
56,10008,Garib Rath,2024-01-05,Bangalore,Delhi,17:00,17:53,53,969,60078,1,High Delay
57,10009,Intercity Express,2024-01-05,Kolkata,Bangalore,14:15,14:37,22,1361,117046,1,Medium Delay
58,10010,Express Special,2024-01-05,Chennai,Mumbai,16:45,17:17,32,792,80784,1,Medium Delay
59,10011,Passenger Special,2024-01-05,Kolkata,Pune,09:30,09:55,25,1266,137994,1,Medium Delay
60,10000,Shatabdi Express,2024-01-06,Bangalore,Hyderabad,06:00,06:35,35,1084,85636,1,Medium Delay
61,10001,Lalbagh Express,2024-01-06,Bangalore,Pune,18:30,18:44,14,491,45663,1,Low Delay
62,10002,Chennai Express,2024-01-06,Chennai,Delhi,21:15,22:12,57,741,80028,1,High Delay
63,10003,Hampi Express,2024-01-06,Hyderabad,Bangalore,05:30,06:23,53,843,80928,1,High Delay
64,10004,Jaipur Superfast,2024-01-06,Bangalore,Hyderabad,11:45,11:49,4,502,31626,1,Low Delay
65,10005,Rajdhani Express,2024-01-06,Kolkata,Pune,19:15,20:01,46,1266,144324,1,High Delay
66,10006,Duronto Express,2024-01-06,Hyderabad,Pune,17:45,18:14,29,1058,80408,1,Medium Delay
67,10007,Yuva Express,2024-01-06,Delhi,Pune,22:15,23:44,89,516,42312,1,High Delay
68,10008,Garib Rath,2024-01-06,Bangalore,Pune,20:00,20:57,57,1033,61980,1,High Delay
69,10009,Intercity Express,2024-01-06,Chennai,Bangalore,07:00,07:00,0,671,65758,1,On Time
70,10010,Express Special,2024-01-06,Mumbai,Hyderabad,22:30,23:45,75,553,41475,1,High Delay
71,10011,Passenger Special,2024-01-06,Delhi,Hyderabad,21:00,21:28,28,1373,119451,1,Medium Delay
72,10000,Shatabdi Express,2024-01-07,Mumbai,Chennai,13:15,14:23,68,603,45225,1,High Delay
73,10001,Lalbagh Express,2024-01-07,Chennai,Mumbai,15:00,15:38,38,1011,93012,1,Medium Delay
74,10002,Chennai Express,2024-01-07,Kolkata,Hyderabad,04:30,04:39,9,1157,74048,1,Low Delay
75,10003,Hampi Express,2024-01-07,Hyderabad,Bangalore,19:30,19:39,9,1161,90558,1,Low Delay
76,10004,Jaipur Superfast,2024-01-07,Chennai,Bangalore,23:00,23:03,3,415,34445,1,Low Delay
77,10005,Rajdhani Express,2024-01-07,Chennai,Bangalore,19:45,19:56,11,1089,102366,1,Low Delay
78,10006,Duronto Express,2024-01-07,Hyderabad,Chennai,00:00,00:50,50,826,79296,1,High Delay
79,10007,Yuva Express,2024-01-07,Hyderabad,Mumbai,00:00,00:39,39,1241,126582,1,Medium Delay
80,10008,Garib Rath,2024-01-07,Hyderabad,Pune,12:45,13:30,45,1297,142670,1,Medium Delay
81,10009,Intercity Express,2024-01-07,Chennai,Delhi,22:00,23:29,89,1175,103400,1,High Delay
82,10010,Express Special,2024-01-07,Chennai,Mumbai,01:30,01:36,6,595,69615,1,Low Delay
83,10011,Passenger Special,2024-01-07,Mumbai,Bangalore,12:30,12:58,28,775,73625,1,Medium Delay
84,10000,Shatabdi Express,2024-01-08,Bangalore,Hyderabad,03:15,04:27,72,1319,123986,1,High Delay
85,10001,Lalbagh Express,2024-01-08,Bangalore,Delhi,15:45,17:06,81,1398,127218,1,High Delay
86,10002,Chennai Express,2024-01-08,Kolkata,Pune,11:00,11:54,54,924,75768,1,High Delay
87,10003,Hampi Express,2024-01-08,Bangalore,Delhi,08:15,08:31,16,1280,101120,1,Medium Delay
88,10004,Jaipur Superfast,2024-01-08,Bangalore,Hyderabad,18:00,18:11,11,844,84400,1,Low Delay
89,10005,Rajdhani Express,2024-01-08,Delhi,Pune,08:30,08:57,27,1117,100530,1,Medium Delay
90,10006,Duronto Express,2024-01-08,Hyderabad,Mumbai,14:45,15:53,68,498,35358,1,High Delay
91,10007,Yuva Express,2024-01-08,Bangalore,Pune,20:45,21:37,52,550,41250,1,High Delay
92,10008,Garib Rath,2024-01-08,Bangalore,Hyderabad,20:15,21:12,57,1334,97382,1,High Delay
93,10009,Intercity Express,2024-01-08,Chennai,Hyderabad,02:30,03:44,74,1057,112042,1,High Delay
94,10010,Express Special,2024-01-08,Hyderabad,Chennai,09:15,09:31,16,652,63244,1,Medium Delay
95,10011,Passenger Special,2024-01-08,Kolkata,Pune,07:15,07:23,8,1345,115670,1,Low Delay
96,10000,Shatabdi Express,2024-01-09,Chennai,Mumbai,04:00,04:36,36,821,64038,1,Medium Delay
97,10001,Lalbagh Express,2024-01-09,Mumbai,Chennai,21:45,22:01,16,910,60060,1,Medium Delay
98,10002,Chennai Express,2024-01-09,Bangalore,Hyderabad,03:45,04:54,69,651,58590,1,High Delay
99,10003,Hampi Express,2024-01-09,Delhi,Hyderabad,11:15,11:53,38,490,33810,1,Medium Delay
100,10004,Jaipur Superfast,2024-01-09,Chennai,Delhi,06:15,07:21,66,572,41184,1,High Delay
101,10005,Rajdhani Express,2024-01-09,Chennai,Pune,19:45,20:56,71,1228,122800,1,High Delay
102,10006,Duronto Express,2024-01-09,Bangalore,Delhi,12:45,13:46,61,904,107576,1,High Delay
103,10007,Yuva Express,2024-01-09,Bangalore,Chennai,23:00,23:37,37,516,33540,1,Medium Delay
104,10008,Garib Rath,2024-01-09,Chennai,Pune,12:45,13:29,44,1228,130168,1,Medium Delay
105,10009,Intercity Express,2024-01-09,Mumbai,Hyderabad,10:45,11:20,35,626,48828,1,Medium Delay
106,10010,Express Special,2024-01-09,Hyderabad,Chennai,17:30,18:18,48,925,68450,1,High Delay
107,10011,Passenger Special,2024-01-09,Bangalore,Hyderabad,21:15,21:17,2,1055,86510,1,Low Delay
108,10000,Shatabdi Express,2024-01-10,Bangalore,Delhi,11:15,11:30,15,1367,132599,1,Low Delay
109,10001,Lalbagh Express,2024-01-10,Hyderabad,Delhi,20:45,21:20,35,489,32763,1,Medium Delay
110,10002,Chennai Express,2024-01-10,Chennai,Pune,17:45,18:25,40,1139,97954,1,Medium Delay
111,10003,Hampi Express,2024-01-10,Kolkata,Chennai,08:00,09:23,83,860,74820,1,High Delay
112,10004,Jaipur Superfast,2024-01-10,Mumbai,Hyderabad,13:30,13:35,5,993,109230,1,Low Delay
113,10005,Rajdhani Express,2024-01-10,Mumbai,Chennai,01:15,02:10,55,1197,130473,1,High Delay
114,10006,Duronto Express,2024-01-10,Delhi,Hyderabad,04:30,05:02,32,773,46380,1,Medium Delay
115,10007,Yuva Express,2024-01-10,Chennai,Bangalore,10:00,10:25,25,462,38808,1,Medium Delay
116,10008,Garib Rath,2024-01-10,Kolkata,Mumbai,16:00,16:32,32,1009,100900,1,Medium Delay
117,10009,Intercity Express,2024-01-10,Delhi,Chennai,20:45,21:39,54,917,79779,1,High Delay
118,10010,Express Special,2024-01-10,Bangalore,Hyderabad,04:15,04:17,2,836,68552,1,Low Delay
119,10011,Passenger Special,2024-01-10,Mumbai,Hyderabad,04:15,05:28,73,482,36632,1,High Delay
120,10000,Shatabdi Express,2024-01-11,Mumbai,Chennai,13:00,13:50,50,1084,78048,1,High Delay
121,10001,Lalbagh Express,2024-01-11,Hyderabad,Chennai,16:45,17:16,31,433,37671,1,Medium Delay
122,10002,Chennai Express,2024-01-11,Chennai,Mumbai,01:15,01:17,2,1290,140610,1,Low Delay
123,10003,Hampi Express,2024-01-11,Hyderabad,Chennai,21:45,21:49,4,1389,123621,1,Low Delay
124,10004,Jaipur Superfast,2024-01-11,Delhi,Chennai,16:45,17:31,46,1318,97532,1,High Delay
125,10005,Rajdhani Express,2024-01-11,Mumbai,Hyderabad,13:15,14:29,74,834,81732,1,High Delay
126,10006,Duronto Express,2024-01-11,Kolkata,Delhi,01:15,02:04,49,497,38269,1,High Delay
127,10007,Yuva Express,2024-01-11,Kolkata,Mumbai,18:30,19:21,51,648,62856,1,High Delay
128,10008,Garib Rath,2024-01-11,Bangalore,Pune,22:15,23:05,50,480,30720,1,High Delay
129,10009,Intercity Express,2024-01-11,Mumbai,Pune,09:45,10:01,16,729,55404,1,Medium Delay
130,10010,Express Special,2024-01-11,Hyderabad,Delhi,23:00,23:33,33,1173,131376,1,Medium Delay
131,10011,Passenger Special,2024-01-11,Chennai,Hyderabad,10:30,11:44,74,1282,135892,1,High Delay
132,10000,Shatabdi Express,2024-01-12,Bangalore,Delhi,21:45,21:52,7,1299,128601,1,Low Delay
133,10001,Lalbagh Express,2024-01-12,Hyderabad,Chennai,02:45,03:51,66,1066,93808,1,High Delay
134,10002,Chennai Express,2024-01-12,Chennai,Hyderabad,18:30,18:50,20,404,31108,1,Medium Delay
135,10003,Hampi Express,2024-01-12,Hyderabad,Bangalore,21:00,22:09,69,912,58368,1,High Delay
136,10004,Jaipur Superfast,2024-01-12,Bangalore,Pune,13:15,14:03,48,477,40545,1,High Delay
137,10005,Rajdhani Express,2024-01-12,Mumbai,Delhi,08:15,09:01,46,520,42120,1,High Delay
138,10006,Duronto Express,2024-01-12,Kolkata,Mumbai,15:00,16:20,80,425,40375,1,High Delay
139,10007,Yuva Express,2024-01-12,Bangalore,Chennai,02:00,02:51,51,1118,118508,1,High Delay
140,10008,Garib Rath,2024-01-12,Kolkata,Hyderabad,22:15,23:42,87,785,81640,1,High Delay
141,10009,Intercity Express,2024-01-12,Chennai,Delhi,23:30,23:36,6,402,42612,1,Low Delay
142,10010,Express Special,2024-01-12,Kolkata,Mumbai,14:45,15:02,17,905,87785,1,Medium Delay
143,10011,Passenger Special,2024-01-12,Delhi,Mumbai,14:45,16:13,88,1030,98880,1,High Delay
144,10000,Shatabdi Express,2024-01-13,Hyderabad,Bangalore,06:00,06:16,16,630,51030,1,Medium Delay
145,10001,Lalbagh Express,2024-01-13,Chennai,Pune,16:00,17:23,83,424,26712,1,High Delay
146,10002,Chennai Express,2024-01-13,Chennai,Delhi,08:00,08:17,17,510,48450,1,Medium Delay
147,10003,Hampi Express,2024-01-13,Kolkata,Bangalore,14:45,15:24,39,768,79104,1,Medium Delay
148,10004,Jaipur Superfast,2024-01-13,Delhi,Bangalore,08:00,08:05,5,1091,92735,1,Low Delay
149,10005,Rajdhani Express,2024-01-13,Chennai,Delhi,23:30,00:39,69,1140,132240,1,High Delay
150,10006,Duronto Express,2024-01-13,Bangalore,Hyderabad,21:00,22:09,69,981,111834,1,High Delay
151,10007,Yuva Express,2024-01-13,Hyderabad,Mumbai,23:30,23:38,8,1158,71796,1,Low Delay
152,10008,Garib Rath,2024-01-13,Delhi,Hyderabad,03:45,03:50,5,721,56959,1,Low Delay
153,10009,Intercity Express,2024-01-13,Hyderabad,Mumbai,03:30,03:35,5,517,55836,1,Low Delay
154,10010,Express Special,2024-01-13,Kolkata,Hyderabad,18:15,19:11,56,593,43882,1,High Delay
155,10011,Passenger Special,2024-01-13,Delhi,Bangalore,18:00,18:43,43,1044,67860,1,Medium Delay
156,10000,Shatabdi Express,2024-01-14,Chennai,Pune,18:45,19:04,19,512,36352,1,Medium Delay
157,10001,Lalbagh Express,2024-01-14,Bangalore,Mumbai,13:45,14:22,37,1204,84280,1,Medium Delay
158,10002,Chennai Express,2024-01-14,Hyderabad,Pune,10:30,11:02,32,1301,141809,1,Medium Delay
159,10003,Hampi Express,2024-01-14,Chennai,Hyderabad,22:15,22:58,43,1297,93384,1,Medium Delay
160,10004,Jaipur Superfast,2024-01-14,Chennai,Pune,00:30,01:42,72,1184,80512,1,High Delay
161,10005,Rajdhani Express,2024-01-14,Delhi,Mumbai,16:00,17:01,61,1355,139565,1,High Delay
162,10006,Duronto Express,2024-01-14,Chennai,Hyderabad,23:30,23:38,8,1329,94359,1,Low Delay
163,10007,Yuva Express,2024-01-14,Delhi,Mumbai,00:45,01:48,63,1317,156723,1,High Delay
164,10008,Garib Rath,2024-01-14,Mumbai,Delhi,08:00,08:13,13,1227,109203,1,Low Delay
165,10009,Intercity Express,2024-01-14,Delhi,Hyderabad,04:00,05:22,82,778,56794,1,High Delay
166,10010,Express Special,2024-01-14,Chennai,Pune,12:15,13:43,88,801,79299,1,High Delay
167,10011,Passenger Special,2024-01-14,Kolkata,Mumbai,05:00,05:22,22,974,72076,1,Medium Delay
168,10000,Shatabdi Express,2024-01-15,Bangalore,Chennai,16:00,17:05,65,1373,153776,1,High Delay
169,10001,Lalbagh Express,2024-01-15,Delhi,Mumbai,05:15,06:21,66,790,86900,1,High Delay
170,10002,Chennai Express,2024-01-15,Chennai,Pune,14:30,14:58,28,688,76368,1,Medium Delay
171,10003,Hampi Express,2024-01-15,Kolkata,Mumbai,03:00,03:37,37,840,77280,1,Medium Delay
172,10004,Jaipur Superfast,2024-01-15,Mumbai,Hyderabad,22:00,23:07,67,997,60817,1,High Delay
173,10005,Rajdhani Express,2024-01-15,Chennai,Hyderabad,09:00,09:37,37,1308,117720,1,Medium Delay
174,10006,Duronto Express,2024-01-15,Hyderabad,Pune,23:45,00:40,55,414,36432,1,High Delay
175,10007,Yuva Express,2024-01-15,Mumbai,Hyderabad,14:45,16:00,75,1084,66124,1,High Delay
176,10008,Garib Rath,2024-01-15,Delhi,Mumbai,18:45,19:20,35,1193,121686,1,Medium Delay
177,10009,Intercity Express,2024-01-15,Delhi,Hyderabad,19:30,20:43,73,1271,123287,1,High Delay
178,10010,Express Special,2024-01-15,Kolkata,Bangalore,13:30,13:41,11,617,44424,1,Low Delay
179,10011,Passenger Special,2024-01-15,Kolkata,Bangalore,00:30,01:29,59,1082,76822,1,High Delay
180,10000,Shatabdi Express,2024-01-16,Hyderabad,Delhi,15:45,15:49,4,1287,123552,1,Low Delay
181,10001,Lalbagh Express,2024-01-16,Chennai,Bangalore,08:15,09:05,50,428,31244,1,High Delay
182,10002,Chennai Express,2024-01-16,Bangalore,Delhi,22:00,22:45,45,1012,80960,1,Medium Delay
183,10003,Hampi Express,2024-01-16,Chennai,Pune,21:30,22:26,56,400,45200,1,High Delay
184,10004,Jaipur Superfast,2024-01-16,Delhi,Hyderabad,14:00,14:52,52,536,36984,1,High Delay
185,10005,Rajdhani Express,2024-01-16,Hyderabad,Chennai,20:15,20:55,40,1202,133422,1,Medium Delay
186,10006,Duronto Express,2024-01-16,Bangalore,Mumbai,10:15,10:16,1,1302,100254,1,Low Delay
187,10007,Yuva Express,2024-01-16,Delhi,Bangalore,16:45,17:27,42,1354,139462,1,Medium Delay
188,10008,Garib Rath,2024-01-16,Delhi,Mumbai,21:45,22:09,24,1366,151626,1,Medium Delay
189,10009,Intercity Express,2024-01-16,Kolkata,Pune,23:00,23:48,48,684,69768,1,High Delay
190,10010,Express Special,2024-01-16,Kolkata,Bangalore,17:00,17:48,48,1366,103816,1,High Delay
191,10011,Passenger Special,2024-01-16,Hyderabad,Chennai,16:45,18:10,85,875,86625,1,High Delay
192,10000,Shatabdi Express,2024-01-17,Bangalore,Chennai,12:15,13:41,86,834,98412,1,High Delay
193,10001,Lalbagh Express,2024-01-17,Delhi,Hyderabad,16:00,16:29,29,543,53757,1,Medium Delay
194,10002,Chennai Express,2024-01-17,Delhi,Bangalore,00:15,01:01,46,593,67009,1,High Delay
195,10003,Hampi Express,2024-01-17,Hyderabad,Chennai,17:15,17:52,37,1346,84798,1,Medium Delay
196,10004,Jaipur Superfast,2024-01-17,Bangalore,Hyderabad,22:30,22:32,2,1199,82731,1,Low Delay
197,10005,Rajdhani Express,2024-01-17,Chennai,Delhi,13:15,14:41,86,454,39498,1,High Delay
198,10006,Duronto Express,2024-01-17,Chennai,Hyderabad,07:00,07:56,56,1158,71796,1,High Delay
199,10007,Yuva Express,2024-01-17,Delhi,Hyderabad,07:15,08:21,66,450,41400,1,High Delay
200,10008,Garib Rath,2024-01-17,Hyderabad,Bangalore,02:45,04:12,87,477,43407,1,High Delay
201,10009,Intercity Express,2024-01-17,Kolkata,Mumbai,15:45,16:21,36,581,46480,1,Medium Delay
202,10010,Express Special,2024-01-17,Kolkata,Bangalore,06:15,06:21,6,1072,87904,1,Low Delay
203,10011,Passenger Special,2024-01-17,Mumbai,Delhi,15:00,15:18,18,947,83336,1,Medium Delay
204,10000,Shatabdi Express,2024-01-18,Hyderabad,Bangalore,01:00,01:46,46,1108,87532,1,High Delay
205,10001,Lalbagh Express,2024-01-18,Delhi,Bangalore,01:30,02:56,86,518,36778,1,High Delay
206,10002,Chennai Express,2024-01-18,Hyderabad,Pune,04:15,04:23,8,625,70000,1,Low Delay
207,10003,Hampi Express,2024-01-18,Hyderabad,Mumbai,19:15,20:40,85,763,63329,1,High Delay
208,10004,Jaipur Superfast,2024-01-18,Bangalore,Mumbai,23:30,00:56,86,527,47957,1,High Delay
209,10005,Rajdhani Express,2024-01-18,Bangalore,Mumbai,18:00,18:13,13,920,91080,1,Low Delay
210,10006,Duronto Express,2024-01-18,Chennai,Hyderabad,06:00,06:21,21,634,66570,1,Medium Delay
211,10007,Yuva Express,2024-01-18,Hyderabad,Bangalore,12:15,13:41,86,1204,84280,1,High Delay
212,10008,Garib Rath,2024-01-18,Kolkata,Bangalore,20:15,20:55,40,1333,123969,1,Medium Delay
213,10009,Intercity Express,2024-01-18,Bangalore,Hyderabad,05:15,06:30,75,998,111776,1,High Delay
214,10010,Express Special,2024-01-18,Chennai,Hyderabad,05:30,06:09,39,1009,71639,1,Medium Delay
215,10011,Passenger Special,2024-01-18,Mumbai,Chennai,20:30,20:39,9,1084,82384,1,Low Delay
216,10000,Shatabdi Express,2024-01-19,Chennai,Hyderabad,13:45,13:46,1,1221,124542,1,Low Delay
217,10001,Lalbagh Express,2024-01-19,Bangalore,Delhi,20:45,21:10,25,428,34240,1,Medium Delay
218,10002,Chennai Express,2024-01-19,Delhi,Mumbai,03:00,03:58,58,1206,119394,1,High Delay
219,10003,Hampi Express,2024-01-19,Delhi,Bangalore,22:30,22:53,23,1157,93717,1,Medium Delay
220,10004,Jaipur Superfast,2024-01-19,Mumbai,Chennai,03:30,03:49,19,866,81404,1,Medium Delay
221,10005,Rajdhani Express,2024-01-19,Hyderabad,Mumbai,16:15,17:27,72,553,33733,1,High Delay
222,10006,Duronto Express,2024-01-19,Mumbai,Chennai,08:45,09:01,16,1040,87360,1,Medium Delay
223,10007,Yuva Express,2024-01-19,Mumbai,Delhi,07:15,07:39,24,438,41172,1,Medium Delay
224,10008,Garib Rath,2024-01-19,Delhi,Bangalore,04:45,05:28,43,834,74226,1,Medium Delay
225,10009,Intercity Express,2024-01-19,Kolkata,Bangalore,11:30,12:13,43,1354,159772,1,Medium Delay
226,10010,Express Special,2024-01-19,Bangalore,Hyderabad,16:15,17:11,56,1222,131976,1,High Delay
227,10011,Passenger Special,2024-01-19,Hyderabad,Mumbai,07:30,07:50,20,480,39360,1,Medium Delay
228,10000,Shatabdi Express,2024-01-20,Mumbai,Chennai,17:00,17:11,11,1054,124372,1,Low Delay
229,10001,Lalbagh Express,2024-01-20,Chennai,Bangalore,12:15,13:01,46,687,47403,1,High Delay
230,10002,Chennai Express,2024-01-20,Bangalore,Mumbai,20:15,20:21,6,1181,87394,1,Low Delay
231,10003,Hampi Express,2024-01-20,Mumbai,Chennai,18:45,19:56,71,897,105846,1,High Delay
232,10004,Jaipur Superfast,2024-01-20,Mumbai,Bangalore,19:30,19:47,17,842,85042,1,Medium Delay
233,10005,Rajdhani Express,2024-01-20,Bangalore,Delhi,11:45,12:29,44,497,30814,1,Medium Delay
234,10006,Duronto Express,2024-01-20,Mumbai,Delhi,07:15,08:09,54,1382,142346,1,High Delay
235,10007,Yuva Express,2024-01-20,Bangalore,Pune,21:00,21:12,12,1121,103132,1,Low Delay
236,10008,Garib Rath,2024-01-20,Mumbai,Bangalore,11:15,12:20,65,710,66740,1,High Delay
237,10009,Intercity Express,2024-01-20,Chennai,Mumbai,22:00,22:12,12,673,61243,1,Low Delay
238,10010,Express Special,2024-01-20,Delhi,Mumbai,06:15,06:43,28,1357,146556,1,Medium Delay
239,10011,Passenger Special,2024-01-20,Mumbai,Hyderabad,11:00,11:15,15,839,86417,1,Low Delay
240,10000,Shatabdi Express,2024-01-21,Bangalore,Mumbai,06:45,06:49,4,976,86864,1,Low Delay
241,10001,Lalbagh Express,2024-01-21,Bangalore,Delhi,12:15,12:44,29,723,55671,1,Medium Delay
242,10002,Chennai Express,2024-01-21,Kolkata,Pune,15:00,15:52,52,1374,93432,1,High Delay
243,10003,Hampi Express,2024-01-21,Bangalore,Chennai,23:45,23:56,11,586,68562,1,Low Delay
244,10004,Jaipur Superfast,2024-01-21,Mumbai,Hyderabad,04:30,05:39,69,1206,138690,1,High Delay
245,10005,Rajdhani Express,2024-01-21,Kolkata,Mumbai,12:15,12:39,24,1110,123210,1,Medium Delay
246,10006,Duronto Express,2024-01-21,Hyderabad,Mumbai,07:45,08:47,62,709,79408,1,High Delay
247,10007,Yuva Express,2024-01-21,Delhi,Hyderabad,13:15,14:11,56,617,61700,1,High Delay
248,10008,Garib Rath,2024-01-21,Bangalore,Mumbai,02:45,02:50,5,916,58624,1,Low Delay
249,10009,Intercity Express,2024-01-21,Kolkata,Chennai,08:30,08:49,19,1289,139212,1,Medium Delay
250,10010,Express Special,2024-01-21,Mumbai,Delhi,09:30,10:19,49,1249,94924,1,High Delay
251,10011,Passenger Special,2024-01-21,Delhi,Mumbai,05:00,06:28,88,728,45864,1,High Delay
252,10000,Shatabdi Express,2024-01-22,Kolkata,Pune,01:30,02:25,55,722,85196,1,High Delay
253,10001,Lalbagh Express,2024-01-22,Hyderabad,Pune,08:30,08:54,24,1137,80727,1,Medium Delay
254,10002,Chennai Express,2024-01-22,Chennai,Bangalore,14:45,15:09,24,660,46200,1,Medium Delay
