Train_ID,Train_Name,Date,Source,Destination,Scheduled_Arrival,Actual_Arrival,Delay_Minutes,Passenger_Count,Revenue
10006,Duronto Express,2024-01-10,Delhi,Hyderabad,04:30,05:02,32,773,46380
10007,Yuva Express,2024-01-10,Chennai,Bangalore,10:00,10:25,25,462,38808
10008,Garib Rath,2024-01-10,Kolkata,Mumbai,16:00,16:32,32,1009,100900
10009,Intercity Express,2024-01-10,Delhi,Chennai,20:45,21:39,54,917,79779
10010,Express Special,2024-01-10,Bangalore,Hyderabad,04:15,04:17,2,836,68552
10011,Passenger Special,2024-01-10,Mumbai,Hyderabad,04:15,05:28,73,482,36632
10000,Shatabdi Express,2024-01-11,Mumbai,Chennai,13:00,13:50,50,1084,78048
10001,Lalbagh Express,2024-01-11,Hyderabad,Chennai,16:45,17:16,31,433,37671
10002,Chennai Express,2024-01-11,Chennai,Mumbai,01:15,01:17,2,1290,140610
10003,Hampi Express,2024-01-11,Hyderabad,Chennai,21:45,21:49,4,1389,123621
10004,Jaipur Superfast,2024-01-11,Delhi,Chennai,16:45,17:31,46,1318,97532
10005,Rajdhani Express,2024-01-11,Mumbai,Hyderabad,13:15,14:29,74,834,81732
10006,Duronto Express,2024-01-11,Kolkata,Delhi,01:15,02:04,49,497,38269
10007,Yuva Express,2024-01-11,Kolkata,Mumbai,18:30,19:21,51,648,62856
10008,Garib Rath,2024-01-11,Bangalore,Pune,22:15,23:05,50,480,30720
10009,Intercity Express,2024-01-11,Mumbai,Pune,09:45,10:01,16,729,55404
10010,Express Special,2024-01-11,Hyderabad,Delhi,23:00,23:33,33,1173,131376
10011,Passenger Special,2024-01-11,Chennai,Hyderabad,10:30,11:44,74,1282,135892
10000,Shatabdi Express,2024-01-12,Bangalore,Delhi,21:45,21:52,7,1299,128601
10001,Lalbagh Express,2024-01-12,Hyderabad,Chennai,02:45,03:51,66,1066,93808
10002,Chennai Express,2024-01-12,Chennai,Hyderabad,18:30,18:50,20,404,31108
10003,Hampi Express,2024-01-12,Hyderabad,Bangalore,21:00,22:09,69,912,58368
10004,Jaipur Superfast,2024-01-12,Bangalore,Pune,13:15,14:03,48,477,40545
10005,Rajdhani Express,2024-01-12,Mumbai,Delhi,08:15,09:01,46,520,42120
10006,Duronto Express,2024-01-12,Kolkata,Mumbai,15:00,16:20,80,425,40375
10007,Yuva Express,2024-01-12,Bangalore,Chennai,02:00,02:51,51,1118,118508
10008,Garib Rath,2024-01-12,Kolkata,Hyderabad,22:15,23:42,87,785,81640
10009,Intercity Express,2024-01-12,Chennai,Delhi,23:30,23:36,6,402,42612
10010,Express Special,2024-01-12,Kolkata,Mumbai,14:45,15:02,17,905,87785
10011,Passenger Special,2024-01-12,Delhi,Mumbai,14:45,16:13,88,1030,98880
10000,Shatabdi Express,2024-01-13,Hyderabad,Bangalore,06:00,06:16,16,630,51030
10001,Lalbagh Express,2024-01-13,Chennai,Pune,16:00,17:23,83,424,26712
10002,Chennai Express,2024-01-13,Chennai,Delhi,08:00,08:17,17,510,48450
10003,Hampi Express,2024-01-13,Kolkata,Bangalore,14:45,15:24,39,768,79104
10004,Jaipur Superfast,2024-01-13,Delhi,Bangalore,08:00,08:05,5,1091,92735
10005,Rajdhani Express,2024-01-13,Chennai,Delhi,23:30,00:39,69,1140,132240
10006,Duronto Express,2024-01-13,Bangalore,Hyderabad,21:00,22:09,69,981,111834
10007,Yuva Express,2024-01-13,Hyderabad,Mumbai,23:30,23:38,8,1158,71796
10008,Garib Rath,2024-01-13,Delhi,Hyderabad,03:45,03:50,5,721,56959
10009,Intercity Express,2024-01-13,Hyderabad,Mumbai,03:30,03:35,5,517,55836
10010,Express Special,2024-01-13,Kolkata,Hyderabad,18:15,19:11,56,593,43882
10011,Passenger Special,2024-01-13,Delhi,Bangalore,18:00,18:43,43,1044,67860
10000,Shatabdi Express,2024-01-14,Chennai,Pune,18:45,19:04,19,512,36352
10001,Lalbagh Express,2024-01-14,Bangalore,Mumbai,13:45,14:22,37,1204,84280
10002,Chennai Express,2024-01-14,Hyderabad,Pune,10:30,11:02,32,1301,141809
10003,Hampi Express,2024-01-14,Chennai,Hyderabad,22:15,22:58,43,1297,93384
10004,Jaipur Superfast,2024-01-14,Chennai,Pune,00:30,01:42,72,1184,80512
10005,Rajdhani Express,2024-01-14,Delhi,Mumbai,16:00,17:01,61,1355,139565
10006,Duronto Express,2024-01-14,Chennai,Hyderabad,23:30,23:38,8,1329,94359
10007,Yuva Express,2024-01-14,Delhi,Mumbai,00:45,01:48,63,1317,156723
10008,Garib Rath,2024-01-14,Mumbai,Delhi,08:00,08:13,13,1227,109203
10009,Intercity Express,2024-01-14,Delhi,Hyderabad,04:00,05:22,82,778,56794
10010,Express Special,2024-01-14,Chennai,Pune,12:15,13:43,88,801,79299
10011,Passenger Special,2024-01-14,Kolkata,Mumbai,05:00,05:22,22,974,72076
10000,Shatabdi Express,2024-01-15,Bangalore,Chennai,16:00,17:05,65,1373,153776
10001,Lalbagh Express,2024-01-15,Delhi,Mumbai,05:15,06:21,66,790,86900
10002,Chennai Express,2024-01-15,Chennai,Pune,14:30,14:58,28,688,76368
10003,Hampi Express,2024-01-15,Kolkata,Mumbai,03:00,03:37,37,840,77280
10004,Jaipur Superfast,2024-01-15,Mumbai,Hyderabad,22:00,23:07,67,997,60817
10005,Rajdhani Express,2024-01-15,Chennai,Hyderabad,09:00,09:37,37,1308,117720
10006,Duronto Express,2024-01-15,Hyderabad,Pune,23:45,00:40,55,414,36432
10007,Yuva Express,2024-01-15,Mumbai,Hyderabad,14:45,16:00,75,1084,66124
10008,Garib Rath,2024-01-15,Delhi,Mumbai,18:45,19:20,35,1193,121686
10009,Intercity Express,2024-01-15,Delhi,Hyderabad,19:30,20:43,73,1271,123287
10010,Express Special,2024-01-15,Kolkata,Bangalore,13:30,13:41,11,617,44424
10011,Passenger Special,2024-01-15,Kolkata,Bangalore,00:30,01:29,59,1082,76822
10000,Shatabdi Express,2024-01-16,Hyderabad,Delhi,15:45,15:49,4,1287,123552
10001,Lalbagh Express,2024-01-16,Chennai,Bangalore,08:15,09:05,50,428,31244
10002,Chennai Express,2024-01-16,Bangalore,Delhi,22:00,22:45,45,1012,80960
10003,Hampi Express,2024-01-16,Chennai,Pune,21:30,22:26,56,400,45200
10004,Jaipur Superfast,2024-01-16,Delhi,Hyderabad,14:00,14:52,52,536,36984
10005,Rajdhani Express,2024-01-16,Hyderabad,Chennai,20:15,20:55,40,1202,133422
10006,Duronto Express,2024-01-16,Bangalore,Mumbai,10:15,10:16,1,1302,100254
10007,Yuva Express,2024-01-16,Delhi,Bangalore,16:45,17:27,42,1354,139462
10008,Garib Rath,2024-01-16,Delhi,Mumbai,21:45,22:09,24,1366,151626
10009,Intercity Express,2024-01-16,Kolkata,Pune,23:00,23:48,48,684,69768
10010,Express Special,2024-01-16,Kolkata,Bangalore,17:00,17:48,48,1366,103816
10011,Passenger Special,2024-01-16,Hyderabad,Chennai,16:45,18:10,85,875,86625
10000,Shatabdi Express,2024-01-17,Bangalore,Chennai,12:15,13:41,86,834,98412
10001,Lalbagh Express,2024-01-17,Delhi,Hyderabad,16:00,16:29,29,543,53757
10002,Chennai Express,2024-01-17,Delhi,Bangalore,00:15,01:01,46,593,67009
10003,Hampi Express,2024-01-17,Hyderabad,Chennai,17:15,17:52,37,1346,84798
10004,Jaipur Superfast,2024-01-17,Bangalore,Hyderabad,22:30,22:32,2,1199,82731
10005,Rajdhani Express,2024-01-17,Chennai,Delhi,13:15,14:41,86,454,39498
10006,Duronto Express,2024-01-17,Chennai,Hyderabad,07:00,07:56,56,1158,71796
10007,Yuva Express,2024-01-17,Delhi,Hyderabad,07:15,08:21,66,450,41400
10008,Garib Rath,2024-01-17,Hyderabad,Bangalore,02:45,04:12,87,477,43407
10009,Intercity Express,2024-01-17,Kolkata,Mumbai,15:45,16:21,36,581,46480
10010,Express Special,2024-01-17,Kolkata,Bangalore,06:15,06:21,6,1072,87904
10011,Passenger Special,2024-01-17,Mumbai,Delhi,15:00,15:18,18,947,83336
10000,Shatabdi Express,2024-01-18,Hyderabad,Bangalore,01:00,01:46,46,1108,87532
10001,Lalbagh Express,2024-01-18,Delhi,Bangalore,01:30,02:56,86,518,36778
10002,Chennai Express,2024-01-18,Hyderabad,Pune,04:15,04:23,8,625,70000
10003,Hampi Express,2024-01-18,Hyderabad,Mumbai,19:15,20:40,85,763,63329
10004,Jaipur Superfast,2024-01-18,Bangalore,Mumbai,23:30,00:56,86,527,47957
10005,Rajdhani Express,2024-01-18,Bangalore,Mumbai,18:00,18:13,13,920,91080
10006,Duronto Express,2024-01-18,Chennai,Hyderabad,06:00,06:21,21,634,66570
10007,Yuva Express,2024-01-18,Hyderabad,Bangalore,12:15,13:41,86,1204,84280
10008,Garib Rath,2024-01-18,Kolkata,Bangalore,20:15,20:55,40,1333,123969
10009,Intercity Express,2024-01-18,Bangalore,Hyderabad,05:15,06:30,75,998,111776
10010,Express Special,2024-01-18,Chennai,Hyderabad,05:30,06:09,39,1009,71639
10011,Passenger Special,2024-01-18,Mumbai,Chennai,20:30,20:39,9,1084,82384
10000,Shatabdi Express,2024-01-19,Chennai,Hyderabad,13:45,13:46,1,1221,124542
10001,Lalbagh Express,2024-01-19,Bangalore,Delhi,20:45,21:10,25,428,34240
10002,Chennai Express,2024-01-19,Delhi,Mumbai,03:00,03:58,58,1206,119394
10003,Hampi Express,2024-01-19,Delhi,Bangalore,22:30,22:53,23,1157,93717
10004,Jaipur Superfast,2024-01-19,Mumbai,Chennai,03:30,03:49,19,866,81404
10005,Rajdhani Express,2024-01-19,Hyderabad,Mumbai,16:15,17:27,72,553,33733
10006,Duronto Express,2024-01-19,Mumbai,Chennai,08:45,09:01,16,1040,87360
10007,Yuva Express,2024-01-19,Mumbai,Delhi,07:15,07:39,24,438,41172
10008,Garib Rath,2024-01-19,Delhi,Bangalore,04:45,05:28,43,834,74226
10009,Intercity Express,2024-01-19,Kolkata,Bangalore,11:30,12:13,43,1354,159772
10010,Express Special,2024-01-19,Bangalore,Hyderabad,16:15,17:11,56,1222,131976
10011,Passenger Special,2024-01-19,Hyderabad,Mumbai,07:30,07:50,20,480,39360
10000,Shatabdi Express,2024-01-20,Mumbai,Chennai,17:00,17:11,11,1054,124372
10001,Lalbagh Express,2024-01-20,Chennai,Bangalore,12:15,13:01,46,687,47403
10002,Chennai Express,2024-01-20,Bangalore,Mumbai,20:15,20:21,6,1181,87394
10003,Hampi Express,2024-01-20,Mumbai,Chennai,18:45,19:56,71,897,105846
10004,Jaipur Superfast,2024-01-20,Mumbai,Bangalore,19:30,19:47,17,842,85042
10005,Rajdhani Express,2024-01-20,Bangalore,Delhi,11:45,12:29,44,497,30814
10006,Duronto Express,2024-01-20,Mumbai,Delhi,07:15,08:09,54,1382,142346
10007,Yuva Express,2024-01-20,Bangalore,Pune,21:00,21:12,12,1121,103132
10008,Garib Rath,2024-01-20,Mumbai,Bangalore,11:15,12:20,65,710,66740
10009,Intercity Express,2024-01-20,Chennai,Mumbai,22:00,22:12,12,673,61243
10010,Express Special,2024-01-20,Delhi,Mumbai,06:15,06:43,28,1357,146556
10011,Passenger Special,2024-01-20,Mumbai,Hyderabad,11:00,11:15,15,839,86417
10000,Shatabdi Express,2024-01-21,Bangalore,Mumbai,06:45,06:49,4,976,86864
10001,Lalbagh Express,2024-01-21,Bangalore,Delhi,12:15,12:44,29,723,55671
10002,Chennai Express,2024-01-21,Kolkata,Pune,15:00,15:52,52,1374,93432
10003,Hampi Express,2024-01-21,Bangalore,Chennai,23:45,23:56,11,586,68562
10004,Jaipur Superfast,2024-01-21,Mumbai,Hyderabad,04:30,05:39,69,1206,138690
10005,Rajdhani Express,2024-01-21,Kolkata,Mumbai,12:15,12:39,24,1110,123210
10006,Duronto Express,2024-01-21,Hyderabad,Mumbai,07:45,08:47,62,709,79408
10007,Yuva Express,2024-01-21,Delhi,Hyderabad,13:15,14:11,56,617,61700
10008,Garib Rath,2024-01-21,Bangalore,Mumbai,02:45,02:50,5,916,58624
10009,Intercity Express,2024-01-21,Kolkata,Chennai,08:30,08:49,19,1289,139212
10010,Express Special,2024-01-21,Mumbai,Delhi,09:30,10:19,49,1249,94924
10011,Passenger Special,2024-01-21,Delhi,Mumbai,05:00,06:28,88,728,45864
10000,Shatabdi Express,2024-01-22,Kolkata,Pune,01:30,02:25,55,722,85196
10001,Lalbagh Express,2024-01-22,Hyderabad,Pune,08:30,08:54,24,1137,80727
10002,Chennai Express,2024-01-22,Chennai,Bangalore,14:45,15:09,24,660,46200
10003,Hampi Express,2024-01-22,Delhi,Bangalore,23:45,01:03,78,437,29279
10004,Jaipur Superfast,2024-01-22,Delhi,Hyderabad,15:15,15:32,17,853,81888
10005,Rajdhani Express,2024-01-22,Hyderabad,Pune,04:00,05:20,80,513,50787
10006,Duronto Express,2024-01-22,Mumbai,Hyderabad,18:15,19:21,66,967,95733
10007,Yuva Express,2024-01-22,Chennai,Delhi,12:00,12:32,32,661,54863
10008,Garib Rath,2024-01-22,Delhi,Pune,00:30,01:28,58,1215,121500
10009,Intercity Express,2024-01-22,Mumbai,Delhi,12:00,12:52,52,569,54055
10010,Express Special,2024-01-22,Delhi,Pune,06:00,06:44,44,1225,142100
10011,Passenger Special,2024-01-22,Delhi,Bangalore,09:45,10:37,52,1069,104762
10000,Shatabdi Express,2024-01-23,Chennai,Pune,01:15,02:31,76,1388,98548
10001,Lalbagh Express,2024-01-23,Chennai,Hyderabad,13:30,13:46,16,759,68310
10002,Chennai Express,2024-01-23,Chennai,Pune,23:00,23:34,34,725,56550
10003,Hampi Express,2024-01-23,Kolkata,Bangalore,08:45,09:47,62,811,96509
10004,Jaipur Superfast,2024-01-23,Kolkata,Pune,21:45,22:04,19,1263,119985
10005,Rajdhani Express,2024-01-23,Chennai,Pune,16:45,17:06,21,800,55200
10006,Duronto Express,2024-01-23,Kolkata,Chennai,21:15,22:36,81,705,51465
10007,Yuva Express,2024-01-23,Mumbai,Pune,03:30,04:21,51,780,55380
10008,Garib Rath,2024-01-23,Mumbai,Delhi,00:15,01:33,78,1327,145970
10009,Intercity Express,2024-01-23,Delhi,Bangalore,22:15,23:00,45,1137,100056
10010,Express Special,2024-01-23,Hyderabad,Chennai,02:00,02:38,38,670,76380
10011,Passenger Special,2024-01-23,Mumbai,Hyderabad,10:45,11:16,31,529,56074
10000,Shatabdi Express,2024-01-24,Kolkata,Delhi,21:30,21:56,26,1106,84056
10001,Lalbagh Express,2024-01-24,Kolkata,Delhi,23:45,00:05,20,702,52650
10002,Chennai Express,2024-01-24,Mumbai,Delhi,19:15,19:33,18,1352,86528
10003,Hampi Express,2024-01-24,Delhi,Mumbai,00:15,00:52,37,926,86118
10004,Jaipur Superfast,2024-01-24,Mumbai,Delhi,16:00,16:23,23,923,71071
10005,Rajdhani Express,2024-01-24,Hyderabad,Mumbai,07:45,08:30,45,1384,105184
10006,Duronto Express,2024-01-24,Mumbai,Hyderabad,07:30,07:56,26,1085,118265
10007,Yuva Express,2024-01-24,Hyderabad,Mumbai,11:00,11:23,23,1227,143559
10008,Garib Rath,2024-01-24,Delhi,Pune,13:30,13:54,24,1133,82709
10009,Intercity Express,2024-01-24,Bangalore,Pune,19:45,19:53,8,1077,115239
10010,Express Special,2024-01-24,Bangalore,Pune,21:15,21:16,1,743,49781
10011,Passenger Special,2024-01-24,Delhi,Hyderabad,16:45,17:05,20,673,59897
10000,Shatabdi Express,2024-01-25,Chennai,Delhi,12:00,12:32,32,501,50100
10001,Lalbagh Express,2024-01-25,Delhi,Mumbai,23:00,23:16,16,987,114492
10002,Chennai Express,2024-01-25,Kolkata,Hyderabad,21:45,22:04,19,1072,73968
10003,Hampi Express,2024-01-25,Chennai,Pune,00:15,00:47,32,1144,82368
10004,Jaipur Superfast,2024-01-25,Kolkata,Chennai,12:45,13:10,25,1317,129066
10005,Rajdhani Express,2024-01-25,Chennai,Mumbai,13:15,13:29,14,1393,140693
10006,Duronto Express,2024-01-25,Hyderabad,Chennai,07:30,08:30,60,1362,160716
10007,Yuva Express,2024-01-25,Kolkata,Chennai,05:00,05:31,31,952,103768
10008,Garib Rath,2024-01-25,Hyderabad,Bangalore,19:15,19:21,6,858,67782
10009,Intercity Express,2024-01-25,Hyderabad,Bangalore,21:15,21:17,2,526,52600
10010,Express Special,2024-01-25,Hyderabad,Bangalore,13:30,14:51,81,411,33702
10011,Passenger Special,2024-01-25,Hyderabad,Pune,12:30,12:48,18,966,101430
10000,Shatabdi Express,2024-01-26,Hyderabad,Pune,07:00,07:52,52,1094,99554
10001,Lalbagh Express,2024-01-26,Delhi,Pune,17:15,17:32,17,1122,90882
10002,Chennai Express,2024-01-26,Mumbai,Chennai,02:45,03:58,73,1154,108476
10003,Hampi Express,2024-01-26,Mumbai,Hyderabad,21:30,22:48,78,752,49632
10004,Jaipur Superfast,2024-01-26,Hyderabad,Chennai,20:30,21:27,57,1356,112548
10005,Rajdhani Express,2024-01-26,Hyderabad,Pune,03:45,04:04,19,1355,112465
10006,Duronto Express,2024-01-26,Chennai,Bangalore,18:45,19:20,35,649,72688
10007,Yuva Express,2024-01-26,Chennai,Pune,01:30,02:03,33,1331,86515
10008,Garib Rath,2024-01-26,Chennai,Delhi,18:15,18:26,11,1042,108368
10009,Intercity Express,2024-01-26,Chennai,Hyderabad,14:00,14:25,25,919,87305
10010,Express Special,2024-01-26,Kolkata,Bangalore,11:15,12:32,77,401,45714
10011,Passenger Special,2024-01-26,Mumbai,Hyderabad,05:00,05:40,40,717,81021
